name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Colombo, Western, Sri Lanka",2024-06-10,87.9,78.9,83.5,102.7,78.9,91.5,77.2,82.2,0.0,0.0,0.0,rain,0.0,0.0,24.8,16.1,221.6,1010.4,50.3,6.8,217.2,18.9,7.0,60.0,2024-06-10T05:54:41,2024-06-10T18:25:44,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-06-11,88.2,81.6,84.4,99.0,87.9,93.4,76.1,76.5,0.087,100.0,8.33,rain,0.0,0.0,26.8,15.0,222.0,1010.7,55.8,7.6,224.3,19.2,8.0,60.0,2024-06-11T05:54:51,2024-06-11T18:25:58,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-06-12,87.9,78.9,82.1,102.7,78.9,88.5,76.4,83.3,0.062,100.0,4.17,rain,0.0,0.0,23.9,11.4,209.4,1011.5,61.5,7.5,192.2,16.5,7.0,60.0,2024-06-12T05:55:01,2024-06-12T18:26:13,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-06-13,87.1,78.9,83.2,97.9,78.9,90.3,76.4,80.6,0.021,100.0,8.33,rain,0.0,0.0,17.7,5.9,211.4,1010.8,73.4,7.3,219.8,18.9,7.0,60.0,2024-06-13T05:55:12,2024-06-13T18:26:27,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-06-14,87.2,78.9,84.3,96.4,78.9,92.4,75.6,75.8,0.0,0.0,0.0,rain,0.0,0.0,17.4,11.4,225.3,1009.1,53.4,6.8,225.5,19.4,8.0,60.0,2024-06-14T05:55:22,2024-06-14T18:26:42,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-06-15,88.7,78.9,83.5,98.9,78.9,91.1,75.8,78.3,0.012,100.0,4.17,rain,0.0,0.0,20.4,9.2,227.5,1008.9,54.1,6.9,231.4,20.0,8.0,60.0,2024-06-15T05:55:34,2024-06-15T18:26:56,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-06-16,88.1,77.1,83.2,98.6,77.1,89.7,75.9,79.6,0.231,100.0,12.5,rain,0.0,0.0,18.1,6.1,219.1,1009.1,51.8,6.8,234.5,20.2,8.0,60.0,2024-06-16T05:55:45,2024-06-16T18:27:10,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-06-17,89.0,78.9,83.9,102.7,78.9,91.2,76.3,78.6,0.017,100.0,4.17,rain,0.0,0.0,23.0,13.9,211.0,1009.1,49.2,6.4,251.5,21.6,8.0,60.0,2024-06-17T05:55:57,2024-06-17T18:27:24,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-06-18,87.9,78.3,83.2,100.2,78.3,90.8,76.3,80.2,0.196,100.0,4.17,rain,0.0,0.0,21.0,12.8,211.6,1009.5,57.4,7.2,205.9,17.7,7.0,60.0,2024-06-18T05:56:09,2024-06-18T18:27:38,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-06-19,86.6,77.1,82.0,96.6,77.1,87.3,75.6,81.5,0.715,100.0,8.33,rain,0.0,0.0,22.1,8.1,211.8,1009.1,73.7,7.5,169.5,14.6,7.0,60.0,2024-06-19T05:56:22,2024-06-19T18:27:51,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-06-20,87.2,77.1,81.5,97.1,77.1,86.1,75.6,82.9,0.366,100.0,4.17,rain,0.0,0.0,23.0,12.1,208.7,1008.7,84.2,7.0,187.1,16.3,7.0,60.0,2024-06-20T05:56:35,2024-06-20T18:28:05,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999,remote"
"Colombo, Western, Sri Lanka",2024-06-21,87.9,77.1,82.8,102.7,77.1,89.3,75.8,80.2,0.519,100.0,8.33,rain,0.0,0.0,26.2,15.0,233.5,1008.6,59.5,6.7,190.3,16.5,7.0,60.0,2024-06-21T05:56:47,2024-06-21T18:28:18,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-06-22,88.1,81.6,83.9,97.6,86.2,91.5,74.6,73.9,0.052,100.0,4.17,rain,0.0,0.0,30.4,12.8,243.9,1007.2,59.7,7.1,177.4,15.2,8.0,60.0,2024-06-22T05:57:01,2024-06-22T18:28:31,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-06-23,90.5,77.4,84.6,103.6,77.4,93.5,75.7,75.3,0.257,100.0,8.33,rain,0.0,0.0,34.4,13.9,241.4,1007.3,66.6,7.1,179.9,15.6,8.0,60.0,2024-06-23T05:57:14,2024-06-23T18:28:43,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-06-24,87.0,78.3,82.9,96.9,78.3,89.9,75.6,79.3,0.273,100.0,8.33,rain,0.0,0.0,29.5,14.1,227.0,1007.2,67.7,6.9,215.4,18.6,7.0,60.0,2024-06-24T05:57:28,2024-06-24T18:28:55,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999,remote"
"Colombo, Western, Sri Lanka",2024-06-25,84.3,75.5,79.8,96.4,75.5,83.8,75.1,85.8,1.76,100.0,8.33,rain,0.0,0.0,28.9,10.3,240.1,1007.2,83.3,6.7,121.6,10.6,5.0,60.0,2024-06-25T05:57:41,2024-06-25T18:29:07,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-06-26,85.3,75.3,80.4,94.4,75.3,83.8,74.7,83.4,1.915,100.0,8.33,rain,0.0,0.0,28.0,11.0,240.3,1007.6,66.2,7.7,127.0,11.1,7.0,30.0,2024-06-26T05:57:55,2024-06-26T18:29:18,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999,remote"
"Colombo, Western, Sri Lanka",2024-06-27,87.2,77.1,81.4,96.3,77.1,85.6,75.7,83.7,0.04,100.0,8.33,rain,0.0,0.0,21.3,8.9,214.1,1008.3,58.5,8.0,202.7,17.5,7.0,30.0,2024-06-27T05:58:09,2024-06-27T18:29:29,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43450099999,43467099999,43486099999,43466099999,remote"
"Colombo, Western, Sri Lanka",2024-06-28,87.9,77.1,82.5,100.2,77.1,88.0,74.9,78.8,0.505,100.0,4.17,rain,0.0,0.0,22.1,10.3,220.7,1008.9,45.3,6.9,251.0,21.7,8.0,60.0,2024-06-28T05:58:23,2024-06-28T18:29:39,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-06-29,87.3,77.1,83.0,95.8,77.1,88.5,74.7,76.9,0.001,100.0,4.17,rain,0.0,0.0,14.5,9.2,201.3,1009.0,52.5,7.8,235.9,20.4,8.0,60.0,2024-06-29T05:58:37,2024-06-29T18:29:49,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-06-30,88.2,78.9,83.4,98.4,78.9,90.0,75.5,77.8,0.002,100.0,4.17,rain,0.0,0.0,17.0,10.3,193.4,1009.7,42.5,6.7,211.8,18.2,8.0,60.0,2024-06-30T05:58:51,2024-06-30T18:29:59,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-07-01,87.9,78.9,83.2,102.7,78.9,91.1,76.2,79.9,1.037,100.0,8.33,rain,0.0,0.0,18.6,10.3,226.1,1009.7,57.2,7.2,216.8,18.7,7.0,60.0,2024-07-01T05:59:05,2024-07-01T18:30:08,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-07-02,87.4,80.7,84.4,97.1,88.4,92.9,75.8,76.0,0.003,100.0,4.17,rain,0.0,0.0,14.8,8.1,227.0,1008.3,50.1,7.4,227.5,19.7,8.0,60.0,2024-07-02T05:59:19,2024-07-02T18:30:17,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-07-03,89.0,78.9,84.5,102.4,78.9,94.1,77.0,78.7,0.008,100.0,8.33,rain,0.0,0.0,20.4,6.9,216.7,1008.8,58.4,7.3,217.9,18.9,8.0,60.0,2024-07-03T05:59:33,2024-07-03T18:30:25,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-07-04,86.2,77.1,80.7,103.9,77.1,85.1,76.5,87.4,0.0,0.0,0.0,rain,0.0,0.0,17.9,6.9,151.3,1009.2,77.7,6.5,189.8,16.5,7.0,60.0,2024-07-04T05:59:46,2024-07-04T18:30:32,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-07-05,87.4,74.6,81.6,108.0,74.6,87.8,77.0,86.1,0.962,100.0,12.5,rain,0.0,0.0,21.0,12.5,230.7,1008.3,82.2,7.4,161.3,14.0,6.0,75.0,2024-07-05T06:00:00,2024-07-05T18:30:39,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-07-06,88.0,75.2,81.1,96.6,75.2,85.9,74.8,82.1,0.551,100.0,8.33,rain,0.0,0.0,23.0,6.9,197.4,1008.0,83.4,6.8,140.4,12.3,5.0,75.0,2024-07-06T06:00:14,2024-07-06T18:30:46,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-07-07,84.1,78.1,79.8,96.2,78.1,82.3,76.0,88.2,0.136,100.0,8.33,rain,0.0,0.0,18.1,8.1,170.7,1007.6,63.3,7.0,207.4,17.8,8.0,75.0,2024-07-07T06:00:27,2024-07-07T18:30:51,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-07-08,85.5,77.1,81.2,94.4,77.1,85.3,74.9,82.0,0.885,100.0,4.17,rain,0.0,0.0,21.0,10.1,225.1,1007.3,68.7,7.1,202.5,17.5,7.0,60.0,2024-07-08T06:00:41,2024-07-08T18:30:56,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999,remote"
"Colombo, Western, Sri Lanka",2024-07-09,87.9,78.9,83.5,102.7,78.9,90.4,75.2,76.8,0.0,0.0,0.0,rain,0.0,0.0,19.2,11.4,216.7,1008.5,42.5,6.9,238.2,20.6,8.0,60.0,2024-07-09T06:00:54,2024-07-09T18:31:01,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-07-10,87.2,75.3,82.2,97.7,75.3,88.3,75.7,81.8,0.328,100.0,8.33,rain,0.0,0.0,20.6,8.7,220.6,1010.6,54.6,7.6,218.2,18.8,7.0,60.0,2024-07-10T06:01:07,2024-07-10T18:31:05,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999,remote"
"Colombo, Western, Sri Lanka",2024-07-11,87.2,78.9,83.2,95.9,78.9,88.8,75.1,77.5,0.128,100.0,8.33,rain,0.0,0.0,16.8,6.0,224.5,1009.4,55.5,7.3,237.0,20.6,8.0,75.0,2024-07-11T06:01:19,2024-07-11T18:31:08,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-07-12,87.0,78.9,83.7,99.7,78.9,92.2,76.3,78.8,0.037,100.0,8.33,rain,0.0,0.0,22.6,13.6,232.5,1008.5,77.4,7.3,194.1,16.8,7.0,60.0,2024-07-12T06:01:32,2024-07-12T18:31:11,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999,remote"
"Colombo, Western, Sri Lanka",2024-07-13,83.5,77.2,80.6,92.7,77.2,85.4,75.7,85.1,0.099,100.0,12.5,rain,0.0,0.0,26.2,16.1,252.8,1008.7,81.0,9.5,131.9,11.4,5.0,60.0,2024-07-13T06:01:44,2024-07-13T18:31:12,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43466099999,remote"
"Colombo, Western, Sri Lanka",2024-07-14,87.9,77.1,83.2,102.7,77.1,90.8,76.1,79.8,0.067,100.0,4.17,rain,0.0,0.0,25.1,14.3,248.3,1007.3,70.8,10.7,247.1,21.4,9.0,60.0,2024-07-14T06:01:56,2024-07-14T18:31:14,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999,remote"
"Colombo, Western, Sri Lanka",2024-07-15,85.3,77.4,80.8,94.9,77.4,85.6,75.9,85.2,0.004,100.0,4.17,rain,0.0,0.0,26.6,9.4,229.6,1007.7,79.8,7.2,139.6,12.2,5.0,60.0,2024-07-15T06:02:08,2024-07-15T18:31:14,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43450099999,43467099999,43486099999,43466099999,remote"
"Colombo, Western, Sri Lanka",2024-07-16,86.9,77.4,81.8,97.9,77.4,88.0,76.3,83.9,0.201,100.0,8.33,rain,0.0,0.0,30.0,8.1,234.0,1008.1,70.6,7.3,137.3,11.8,5.0,30.0,2024-07-16T06:02:19,2024-07-16T18:31:14,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-07-17,88.7,77.1,82.3,100.2,77.1,88.3,76.0,82.0,0.01,100.0,4.17,rain,0.0,0.0,23.0,6.3,225.2,1008.9,54.7,7.0,183.1,16.0,7.0,60.0,2024-07-17T06:02:30,2024-07-17T18:31:13,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-07-18,87.8,79.0,83.4,99.4,79.0,91.0,75.9,78.8,0.216,100.0,8.33,rain,0.0,0.0,25.3,5.8,259.5,1009.1,57.3,7.0,186.7,16.1,7.0,60.0,2024-07-18T06:02:41,2024-07-18T18:31:11,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-07-19,88.8,79.1,83.8,101.2,79.1,92.0,75.9,77.6,0.001,100.0,4.17,rain,0.0,0.0,22.6,11.4,262.9,1008.0,49.3,7.0,195.8,16.9,7.0,60.0,2024-07-19T06:02:51,2024-07-19T18:31:09,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-07-20,90.6,81.8,85.4,105.0,88.0,94.8,75.9,73.8,0.0,0.0,0.0,rain,0.0,0.0,25.9,8.1,240.3,1008.3,44.0,6.4,260.2,22.6,9.0,60.0,2024-07-20T06:03:01,2024-07-20T18:31:06,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-07-21,88.1,79.9,84.5,98.4,79.9,91.3,73.9,71.2,0.0,0.0,0.0,,0.0,0.0,17.4,9.2,237.2,1009.2,31.3,6.9,282.7,24.4,9.0,60.0,2024-07-21T06:03:10,2024-07-21T18:31:02,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-07-22,87.2,77.1,80.4,99.2,77.1,83.3,74.8,83.5,0.019,100.0,4.17,rain,0.0,0.0,21.7,8.1,188.8,1010.5,55.6,6.3,180.8,15.7,7.0,60.0,2024-07-22T06:03:20,2024-07-22T18:30:57,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-07-23,88.2,75.3,82.8,98.2,75.3,89.1,75.5,79.7,0.475,100.0,8.33,rain,0.0,0.0,17.7,6.9,198.9,1010.7,32.5,7.4,241.9,20.8,8.0,60.0,2024-07-23T06:03:28,2024-07-23T18:30:52,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-07-24,89.7,81.9,84.8,104.5,89.5,94.2,76.3,76.1,0.0,0.0,0.0,rain,0.0,0.0,19.0,8.1,212.7,1009.0,60.5,7.5,247.0,21.5,9.0,60.0,2024-07-24T06:03:37,2024-07-24T18:30:46,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-07-25,87.6,82.5,84.8,100.1,87.3,93.3,75.1,73.2,0.0,0.0,0.0,rain,0.0,0.0,20.8,9.2,236.2,1008.1,43.0,7.2,248.6,21.4,9.0,60.0,2024-07-25T06:03:44,2024-07-25T18:30:39,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-07-26,89.7,80.7,84.7,102.9,86.4,93.7,75.7,74.8,0.0,0.0,0.0,rain,0.0,0.0,30.4,8.1,244.2,1008.2,51.1,7.2,220.9,19.0,8.0,60.0,2024-07-26T06:03:52,2024-07-26T18:30:31,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-07-27,89.4,82.5,85.4,105.5,89.5,96.0,76.9,76.1,0.0,0.0,0.0,rain,0.0,0.0,30.4,13.9,251.9,1008.1,42.6,6.9,238.2,20.6,8.0,75.0,2024-07-27T06:03:59,2024-07-27T18:30:23,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-07-28,91.2,80.1,85.5,107.6,86.2,96.0,77.0,76.3,0.0,0.0,0.0,rain,0.0,0.0,28.2,11.6,257.5,1007.4,38.5,6.7,239.5,20.7,8.0,60.0,2024-07-28T06:04:06,2024-07-28T18:30:14,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-07-29,86.9,75.5,81.1,101.5,75.5,87.0,75.7,83.9,0.069,100.0,8.33,rain,0.0,0.0,24.4,12.5,236.7,1007.1,73.1,6.6,149.6,13.1,8.0,60.0,2024-07-29T06:04:12,2024-07-29T18:30:04,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43450099999,43467099999,43486099999,43466099999,remote"
"Colombo, Western, Sri Lanka",2024-07-30,88.7,73.7,81.0,102.4,73.7,86.7,74.7,81.9,1.789,100.0,8.33,rain,0.0,0.0,28.6,9.2,263.4,1008.8,70.8,6.5,203.4,17.7,8.0,75.0,2024-07-30T06:04:17,2024-07-30T18:29:53,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-07-31,88.2,79.9,83.8,100.3,79.9,91.5,75.7,77.0,0.523,100.0,8.33,rain,0.0,0.0,20.4,9.2,254.6,1010.2,61.0,7.3,217.5,18.9,8.0,60.0,2024-07-31T06:04:23,2024-07-31T18:29:42,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-08-01,87.8,79.8,83.8,102.1,79.8,91.9,75.6,76.8,0.002,100.0,4.17,rain,0.0,0.0,19.5,11.2,240.3,1009.9,48.4,6.8,210.6,18.1,8.0,60.0,2024-08-01T06:04:27,2024-08-01T18:29:29,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999,remote"
"Colombo, Western, Sri Lanka",2024-08-02,88.8,80.7,84.1,101.1,88.4,92.2,75.1,74.8,0.014,100.0,8.33,rain,0.0,0.0,23.3,7.5,241.3,1009.7,52.0,6.8,207.9,18.0,7.0,60.0,2024-08-02T06:04:32,2024-08-02T18:29:17,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-08-03,89.4,80.8,85.0,102.8,87.0,94.0,75.7,74.1,0.043,100.0,8.33,rain,0.0,0.0,21.5,10.3,237.4,1010.0,52.9,7.4,239.8,20.6,8.0,60.0,2024-08-03T06:04:35,2024-08-03T18:29:03,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-08-04,87.6,80.7,84.1,100.1,87.7,92.3,75.2,75.0,0.0,0.0,0.0,rain,0.0,0.0,19.5,9.2,237.5,1009.6,59.0,7.3,248.1,21.6,9.0,60.0,2024-08-04T06:04:39,2024-08-04T18:28:48,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-08-05,87.8,80.7,83.7,97.8,87.2,91.6,75.2,76.0,0.001,100.0,4.17,rain,0.0,0.0,25.1,8.1,245.0,1009.8,68.8,7.1,227.5,19.8,8.0,60.0,2024-08-05T06:04:41,2024-08-05T18:28:33,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-08-06,87.8,77.1,82.9,97.8,77.1,89.4,75.1,78.1,0.001,100.0,4.17,rain,0.0,0.0,16.1,11.4,224.9,1008.9,62.8,7.1,211.1,18.2,8.0,60.0,2024-08-06T06:04:44,2024-08-06T18:28:18,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-08-07,88.9,78.9,84.1,99.7,78.9,91.8,75.3,75.5,0.0,0.0,0.0,rain,0.0,0.0,21.9,10.3,231.1,1008.7,50.9,6.3,268.7,23.2,9.0,30.0,2024-08-07T06:04:46,2024-08-07T18:28:01,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-08-08,89.4,80.7,84.6,105.0,88.2,94.1,76.4,76.8,0.0,0.0,0.0,rain,0.0,0.0,26.2,12.8,244.3,1010.0,72.1,6.1,254.5,22.2,9.0,30.0,2024-08-08T06:04:47,2024-08-08T18:27:44,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-08-09,89.4,78.9,83.6,102.8,78.9,90.4,74.8,75.4,0.0,0.0,0.0,rain,0.0,0.0,21.0,9.2,240.3,1010.1,50.9,6.0,262.3,22.6,8.0,30.0,2024-08-09T06:04:48,2024-08-09T18:27:26,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-08-10,89.4,82.5,84.8,102.8,88.7,93.7,75.6,74.3,0.0,0.0,0.0,rain,0.0,0.0,22.8,10.1,246.2,1009.8,53.8,6.2,221.1,19.1,9.0,60.0,2024-08-10T06:04:48,2024-08-10T18:27:07,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-08-11,89.4,82.5,84.4,102.8,88.2,93.1,75.5,75.0,0.0,0.0,0.0,rain,0.0,0.0,21.0,9.7,256.3,1007.4,70.1,6.0,181.7,15.8,8.0,60.0,2024-08-11T06:04:48,2024-08-11T18:26:48,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43466099999"
"Colombo, Western, Sri Lanka",2024-08-12,90.6,76.2,81.9,102.4,76.2,87.7,76.4,83.9,0.3,100.0,37.5,rain,0.0,0.0,21.0,9.6,235.9,1006.0,92.9,11.3,200.1,17.2,8.0,60.0,2024-08-12T06:04:48,2024-08-12T18:26:28,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43450099999,43486099999,43466099999,remote"
"Colombo, Western, Sri Lanka",2024-08-13,89.0,77.1,82.2,101.1,77.1,88.0,75.8,81.9,0.205,100.0,4.17,rain,0.0,0.0,21.2,17.2,204.2,1006.3,60.2,7.1,104.7,8.9,6.0,10.0,2024-08-13T06:04:47,2024-08-13T18:26:08,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43450099999,43467099999,43486099999,43466099999,remote"
"Colombo, Western, Sri Lanka",2024-08-14,86.3,77.3,81.7,99.7,77.3,87.0,76.8,85.8,0.0,0.0,0.0,rain,0.0,0.0,19.2,8.1,219.1,1006.7,67.8,5.6,200.2,17.1,8.0,30.0,2024-08-14T06:04:46,2024-08-14T18:25:47,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43466099999"
